id,action,reason,question
VGIK-V5-00020,removed,удалён старый/низкоценный/ошибочный блок,"Как разобрать сцену: Последовательности неподвижных фотографий и голос за кадром в фильме «Взлетная полоса» (реж. Крис Маркер, 1962)?"
VGIK-V5-00021,removed,удалён старый/низкоценный/ошибочный блок,"Какой авторский принцип лучше всего связан с фильмом «Самурай» (реж. Жан-Пьер Мельвиль, 1967)?"
VGIK-V5-00022,removed,удалён старый/низкоценный/ошибочный блок,"Как разобрать сцену: Сцены Жефа Костелло в комнате и метро в фильме «Самурай» (реж. Жан-Пьер Мельвиль, 1967)?"
VGIK-V5-00023,removed,удалён старый/низкоценный/ошибочный блок,"Что важно в звуковом мышлении Жака Тати на примере фильма «Плейтайм» (реж. Жак Тати, 1967)?"
VGIK-V5-00024,removed,удалён старый/низкоценный/ошибочный блок,"Что характерно для звука у Робера Брессона на примере фильма «Пикпокет» (реж. Робер Брессон, 1959)?"
VGIK-V5-00025,removed,удалён старый/низкоценный/ошибочный блок,"Как работает голос в фильме «Хиросима, любовь моя» (реж. Ален Рене, 1959)?"
VGIK-V5-00026,removed,удалён старый/низкоценный/ошибочный блок,"Что даёт прямой уличный звук французской новой волне на примере фильма «На последнем дыхании» (реж. Жан-Люк Годар, 1960)?"
VGIK-V5-00027,removed,удалён старый/низкоценный/ошибочный блок,"Как музыка работает в фильме «Шербурские зонтики» (реж. Жак Деми, 1964)?"
VGIK-V5-00028,removed,удалён старый/низкоценный/ошибочный блок,"Почему «Взлетная полоса» (реж. Крис Маркер, 1962) важна для понимания звука?"
VGIK-V5-00029,removed,удалён старый/низкоценный/ошибочный блок,Какой звуковой приём часто важен для французского авторского кино 1950-1960-х?
VGIK-V5-00030,removed,удалён старый/низкоценный/ошибочный блок,Чем звуковая эстетика новой волны отличается от классической студийной гладкости?
VGIK-V5-00031,removed,удалён старый/низкоценный/ошибочный блок,Как в авторском кино Франции работает пауза?
VGIK-V5-00032,removed,удалён старый/низкоценный/ошибочный блок,Почему французская звукорежиссура важна для абитуриента ВГИК?
VGIK-V8-00049,removed,удалён старый/низкоценный/ошибочный блок,"Что важно в фильме «На последнем дыхании» (реж. Жан-Люк Годар, 1960) для французской новой волны?"
VGIK-V8-00050,removed,удалён старый/низкоценный/ошибочный блок,"Как работает звук в «Плейтайм» (реж. Жак Тати, 1967)?"
VGIK-V8-00051,removed,удалён старый/низкоценный/ошибочный блок,"Как работает голос в «Хиросима, любовь моя» (реж. Ален Рене, 1959)?"
VGIK-V8-00052,removed,удалён старый/низкоценный/ошибочный блок,"Почему «400 ударов» (реж. Франсуа Трюффо, 1959) важен для авторского кино?"
VGIK-V8-00053,removed,удалён старый/низкоценный/ошибочный блок,"Что полезно разобрать в «Клео от 5 до 7» (реж. Аньес Варда, 1962)?"
VGIK-V8-00054,removed,удалён старый/низкоценный/ошибочный блок,"Чем интересен звук в «Пикпокет» (реж. Робер Брессон, 1959)?"
VGIK-V9-00016,removed,удалён старый/низкоценный/ошибочный блок,"Что важно разобрать в фильме «На последнем дыхании» (реж. Жан-Люк Годар, 1960) в теме Франции?"
VGIK-V9-00017,removed,удалён старый/низкоценный/ошибочный блок,"Что важно разобрать в фильме «400 ударов» (реж. Франсуа Трюффо, 1959) в теме Франции?"
VGIK-V9-00018,removed,удалён старый/низкоценный/ошибочный блок,"Что важно разобрать в фильме «Хиросима, любовь моя» (реж. Ален Рене, 1959) в теме Франции?"
VGIK-V9-00019,removed,удалён старый/низкоценный/ошибочный блок,"Что важно разобрать в фильме «Плейтайм» (реж. Жак Тати, 1967) в теме Франции?"
VGIK-V9-00020,removed,удалён старый/низкоценный/ошибочный блок,"Что важно разобрать в фильме «Пикпокет» (реж. Робер Брессон, 1959) в теме Франции?"
VGIK-V9-00021,removed,удалён старый/низкоценный/ошибочный блок,"Что важно разобрать в фильме «Клео от 5 до 7» (реж. Аньес Варда, 1962) в теме Франции?"
VGIK-V10-00001,removed,удалён старый/низкоценный/ошибочный блок,"Объяснить тему: механическое движение, законы Ньютона, импульс и энергия. Что в ней физически важно для звукорежиссуры?"
VGIK-V10-00002,removed,удалён старый/низкоценный/ошибочный блок,Объяснить тему: механические колебания и волны. Что в ней физически важно для звукорежиссуры?
VGIK-V10-00003,removed,удалён старый/низкоценный/ошибочный блок,"Объяснить тему: звуковые волны, высота, тембр и громкость. Что в ней физически важно для звукорежиссуры?"
VGIK-V10-00004,removed,удалён старый/низкоценный/ошибочный блок,"Объяснить тему: измерения, погрешности и СИ. Что в ней физически важно для звукорежиссуры?"
VGIK-V10-00005,removed,удалён старый/низкоценный/ошибочный блок,"Объяснить тему: электрическое поле, заряд и постоянный ток. Что в ней физически важно для звукорежиссуры?"
VGIK-V10-00006,removed,удалён старый/низкоценный/ошибочный блок,"Объяснить тему: электрические цепи, сопротивление и законы Кирхгофа. Что в ней физически важно для звукорежиссуры?"
VGIK-V10-00007,removed,удалён старый/низкоценный/ошибочный блок,"Объяснить тему: магнитное поле, сила Ампера и сила Лоренца. Что в ней физически важно для звукорежиссуры?"
VGIK-V10-00008,removed,удалён старый/низкоценный/ошибочный блок,Объяснить тему: электромагнитная индукция и правило Ленца. Что в ней физически важно для звукорежиссуры?
VGIK-V10-00009,removed,удалён старый/низкоценный/ошибочный блок,"Объяснить тему: конденсатор, энергия и реактивность. Что в ней физически важно для звукорежиссуры?"
VGIK-V10-00010,removed,удалён старый/низкоценный/ошибочный блок,Объяснить тему: трансформатор и электромагнитные волны. Что в ней физически важно для звукорежиссуры?
VGIK-V10-00011,removed,удалён старый/низкоценный/ошибочный блок,"Объяснить тему: колебательный контур, радиосвязь и телевидение. Что в ней физически важно для звукорежиссуры?"
VGIK-V10-00012,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Броненосец Потёмкин» (реж. Сергей Эйзенштейн, 1925) с точки зрения звука и формы?"
VGIK-V10-00013,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Мать» (реж. Всеволод Пудовкин, 1926) с точки зрения звука и формы?"
VGIK-V10-00014,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Конец Санкт-Петербурга» (реж. Всеволод Пудовкин, 1927) с точки зрения звука и формы?"
VGIK-V10-00015,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Путёвка в жизнь» (реж. Николай Экк, 1931) с точки зрения звука и формы?"
VGIK-V10-00016,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Человек с киноаппаратом» (реж. Дзига Вертов, 1929) с точки зрения звука и формы?"
VGIK-V10-00017,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Окраина» (реж. Борис Барнет, 1933) с точки зрения звука и формы?"
VGIK-V10-00018,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Александр Невский» (реж. Сергей Эйзенштейн, 1938) с точки зрения звука и формы?"
VGIK-V10-00019,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Иван Грозный» (реж. Сергей Эйзенштейн, 1944-1946) с точки зрения звука и формы?"
VGIK-V10-00020,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Чапаев» (реж. Георгий Васильев, Сергей Васильев, 1934) с точки зрения звука и формы?"
VGIK-V10-00021,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Летят журавли» (реж. Михаил Калатозов, 1957) с точки зрения звука и формы?"
VGIK-V10-00022,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Баллада о солдате» (реж. Григорий Чухрай, 1959) с точки зрения звука и формы?"
VGIK-V10-00023,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Девять дней одного года» (реж. Михаил Ромм, 1961) с точки зрения звука и формы?"
VGIK-V10-00024,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Обыкновенный фашизм» (реж. Михаил Ромм, 1966) с точки зрения звука и формы?"
VGIK-V10-00025,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Добро пожаловать, или Посторонним вход воспрещён» (реж. Элем Климов, 1964) с точки зрения звука и формы?"
VGIK-V10-00026,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Иди и смотри» (реж. Элем Климов, 1985) с точки зрения звука и формы?"
VGIK-V10-00027,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Я шагаю по Москве» (реж. Георгий Данелия, 1963) с точки зрения звука и формы?"
VGIK-V10-00028,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Мимино» (реж. Георгий Данелия, 1977) с точки зрения звука и формы?"
VGIK-V10-00029,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Осенний марафон» (реж. Георгий Данелия, 1979) с точки зрения звука и формы?"
VGIK-V10-00030,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Кин-дза-дза!» (реж. Георгий Данелия, 1986) с точки зрения звука и формы?"
VGIK-V10-00031,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Берегись автомобиля» (реж. Эльдар Рязанов, 1966) с точки зрения звука и формы?"
VGIK-V10-00032,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Служебный роман» (реж. Эльдар Рязанов, 1977) с точки зрения звука и формы?"
VGIK-V10-00033,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Гараж» (реж. Эльдар Рязанов, 1979) с точки зрения звука и формы?"
VGIK-V10-00034,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Жестокий романс» (реж. Эльдар Рязанов, 1984) с точки зрения звука и формы?"
VGIK-V10-00035,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Гори, гори, моя звезда» (реж. Александр Митта, 1969) с точки зрения звука и формы?"
VGIK-V10-00036,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Экипаж» (реж. Александр Митта, 1979) с точки зрения звука и формы?"
VGIK-V10-00037,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Андрей Рублев» (реж. Андрей Тарковский, 1966) с точки зрения звука и формы?"
VGIK-V10-00038,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Солярис» (реж. Андрей Тарковский, 1972) с точки зрения звука и формы?"
VGIK-V10-00039,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Зеркало» (реж. Андрей Тарковский, 1974) с точки зрения звука и формы?"
VGIK-V10-00040,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Сталкер» (реж. Андрей Тарковский, 1979) с точки зрения звука и формы?"
VGIK-V10-00041,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Крылья» (реж. Лариса Шепитько, 1966) с точки зрения звука и формы?"
VGIK-V10-00042,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Восхождение» (реж. Лариса Шепитько, 1976) с точки зрения звука и формы?"
VGIK-V10-00043,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Астенический синдром» (реж. Кира Муратова, 1990) с точки зрения звука и формы?"
VGIK-V10-00044,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Москва слезам не верит» (реж. Владимир Меньшов, 1979) с точки зрения звука и формы?"
VGIK-V10-00045,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Калина красная» (реж. Василий Шукшин, 1973) с точки зрения звука и формы?"
VGIK-V10-00046,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Белое солнце пустыни» (реж. Владимир Мотыль, 1970) с точки зрения звука и формы?"
VGIK-V10-00047,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Брат» (реж. Алексей Балабанов, 1997) с точки зрения звука и формы?"
VGIK-V10-00048,removed,удалён старый/низкоценный/ошибочный блок,"Что реально важно разобрать в фильме «Игла» (реж. Рашид Нугманов, 1988) с точки зрения звука и формы?"
VGIK-SOUND-00659,removed,"некорректный вопрос на единицу закона/формулы, а не величины",Заполни: закон Кулона измеряется в ________.
VGIK-SOUND-00663,removed,"некорректный вопрос на единицу закона/формулы, а не величины",Заполни: закон Ома измеряется в ________.
VGIK-SOUND-00681,removed,"некорректный вопрос на единицу закона/формулы, а не величины",Заполни: трансформатор измеряется в ________.
VGIK-SOUND-00683,removed,"некорректный вопрос на единицу закона/формулы, а не величины",Заполни: формула Томсона измеряется в ________.
